ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001558	regulation of cell growth	68/1630	410/16918	5.824494178817484e-6	0.03396262555668475	0.03145839961211844	IFRD1/CEACAM1/ADCY10/LMX1A/CRABP2/G6PD/ST7L/FHL1/MEAF6/SLC9A1/RASGRP2/MAP2/DDR1/PRR5/IP6K2/MECP2/MAP3K13/SGK2/EIF4G1/RPS6KA3/SEMA4C/HYAL1/RIMS1/PPP2R1A/NRP1/HNF4A/ARHGAP4/BRCA1/BAP1/HDAC6/TP53/KAT7/SPP1/SEMA6A/SLIT2/JADE2/RICTOR/CCAR2/RIMS2/PRDM11/NRG3/IST1/SMARCA4/CYP27B1/TGFBR1/ACVRL1/MMP14/UNC13A/AKT1/SMAD3/SEMA6D/SIN3A/SYT17/PAFAH1B1/STK11/DNM2/SMAD4/HDGFL2/SEMA3B/BDKRB1/EBAG9/RACK1/GDI1/FOXP1/ITCH/AGT/AGTR2/MTOR	68
BP	GO:0009132	nucleoside diphosphate metabolic process	13/1630	37/16918	2.2858616667695688e-5	0.042631683053420244	0.03948824626038673	AK1/MPP1/DLG1/DLG2/ENTPD4/GUK1/NUDT9/DTYMK/AK3/ENTPD3/CMPK2/UMPS/LRGUK	13
BP	GO:0043254	regulation of protein-containing complex assembly	66/1630	414/16918	2.9155029517499442e-5	0.042631683053420244	0.03948824626038673	AVIL/NRG1/SPTBN2/NLRC3/RAP1B/BAX/CDK5RAP2/SELP/MPP7/HCK/ELN/LCMT1/MAP2/DLG1/BCL2L11/FES/PEX5/MAPRE3/DAAM2/CYRIA/SIRT2/CAPG/DCTN1/MECP2/EIF4G1/HAX1/SLAIN1/CDH17/KIF9/ARHGEF5/NCK1/HDAC6/TP53/SAR1B/SLIT2/RICTOR/PAK3/STMN2/CARD8/RPS3/AMBRA1/ATM/NEK7/TWF1/WARS1/BMF/STUB1/PLCG2/CORO1A/TBCD/KANK2/TUBB4A/NOP53/SPTBN4/CYFIP2/FER/STXBP1/RACK1/SPTAN1/RALB/GFAP/DYRK1A/CRACD/PYDC5/TIRAP/MTOR	66
BP	GO:0032535	regulation of cellular component size	60/1630	368/16918	3.403891027925961e-5	0.042631683053420244	0.03948824626038673	IFRD1/AVIL/AKT3/SPTBN2/ADCY10/CRABP2/HCK/ELN/AKT1S1/MAP2/DLG1/DAAM2/CYRIA/CAPG/ALS2/MAP3K13/HAX1/GNB3/AQP4/SEMA4C/NRP1/ARHGAP4/TSC1/NCK1/HDAC6/ATP13A2/CLCN3/SPP1/IL7R/SEMA6A/SLIT2/RICTOR/PAK3/PICALM/IST1/BORCS5/TWF1/CFL2/SLC12A6/SEMA6D/SIN3A/SLC12A3/CORO1A/PAFAH1B1/BLOC1S2/DNM2/KANK2/SPTBN4/LRRC8E/KXD1/SLC12A5/SEMA3B/CYFIP2/FER/SPTAN1/SLC12A2/GDI1/CRACD/SHANK3/MTOR	60
BP	GO:0009135	purine nucleoside diphosphate metabolic process	9/1630	20/16918	4.3867278051881573e-5	0.042631683053420244	0.03948824626038673	AK1/MPP1/DLG1/DLG2/ENTPD4/GUK1/NUDT9/AK3/LRGUK	9
BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	9/1630	20/16918	4.3867278051881573e-5	0.042631683053420244	0.03948824626038673	AK1/MPP1/DLG1/DLG2/ENTPD4/GUK1/NUDT9/AK3/LRGUK	9
MF	GO:0015631	tubulin binding	69/1647	376/17448	5.106930185105123e-8	5.673799435651792e-5	5.219820220775868e-5	GAS2L3/CDK5RAP2/FMR1/TRIM36/MAP2/BCL2L11/FES/SKA1/TOGARAM2/MAPRE3/RABGAP1/KIF1A/CACYBP/CFAP144/DCTN1/MX1/MID1/CCDC66/TTLL13/NME8/DST/KIF9/BRCA1/CEP70/HDAC6/DCX/APC/STMN2/NCALD/CEP57L1/KIF13B/GPAA1/RPS3/GLI1/TBCEL/BRCA2/FNTA/GABARAPL1/DYNC1I1/KIF6/CEP57/CCDC181/RACGAP1/DNM1L/NEDD1/DNAI7/DNAL1/KATNBL1/KIFC3/TTBK2/SLC6A2/SAXO2/GABARAP/TBCD/PAFAH1B1/BLOC1S2/BCAS3/DNM2/CEP295NL/RAD51D/CCDC61/TTLL7/TPR/TBCB/GAS2/MTUS1/DCLK2/EFHC1/HOOK1	69
MF	GO:0008017	microtubule binding	47/1647	272/17448	3.368148607103679e-5	0.018710065512460936	0.01721301209209301	GAS2L3/CDK5RAP2/FMR1/MAP2/BCL2L11/FES/SKA1/TOGARAM2/MAPRE3/KIF1A/CFAP144/DCTN1/MX1/MID1/CCDC66/NME8/DST/KIF9/HDAC6/DCX/APC/CEP57L1/KIF13B/RPS3/GLI1/FNTA/DYNC1I1/KIF6/CEP57/CCDC181/RACGAP1/DNM1L/DNAI7/KATNBL1/KIFC3/TTBK2/SAXO2/GABARAP/PAFAH1B1/DNM2/CEP295NL/CCDC61/TBCB/GAS2/MTUS1/DCLK2/HOOK1	47
MF	GO:0019205	nucleobase-containing compound kinase activity	13/1647	42/17448	8.395316393198656e-5	0.031090655042812353	0.028602990237880332	AK1/MPP1/DLG1/DLG2/GUK1/DTYMK/AK3/CMPK2/NME9/N4BP2/CLP1/PNKP/LRGUK	13
MF	GO:0030506	ankyrin binding	8/1647	19/17448	1.8073760549701943e-4	0.03838378165328462	0.035312569979951074	SCN5A/PTPRC/SLC8A1/PLEC/SPTBN4/KCNQ2/CACNA1D/RHAG	8
MF	GO:0030674	protein-macromolecule adaptor activity	62/1647	418/17448	2.2811943726525874e-4	0.03838378165328462	0.035312569979951074	GAS2L3/STX16/PEX3/FMR1/ANK3/SLC9A1/MPP7/SPSB1/PRAME/CUL1/IKBKG/MEN1/A1CF/MECP2/SORBS2/GNB3/GNB1/AP1S3/WDR77/DGCR8/NMD3/SYNE1/NCK1/TRIM17/SEC22A/DDX4/G3BP2/STX18/BANK1/JCHAIN/GAB1/TRIM6/G3BP1/CARD8/AMBRA1/TRDN/CBX5/SYNE2/BFAR/LAT/STUB1/HERPUD1/ADAP2/HDGFL2/AP2B1/BECN1/SPTBN4/PIH1D1/MAP2K2/NUP62/DCAF7/SNAP23/RACK1/SQSTM1/TARDBP/GAS2/GRB10/GNB4/HNRNPA1/AP2A2/SHANK3/TIRAP	62
MF	GO:0003779	actin binding	64/1647	435/17448	2.2936716030068265e-4	0.03838378165328462	0.035312569979951074	AVIL/GAS2L3/SPTBN2/TNNT3/CEACAM1/UTRN/EPB41L1/CACNB2/DAAM2/CAPG/CTNNA2/TTN/ARPC1B/MYL3/SMTN/MYRIP/CCR5/DST/TNNT2/GCSAM/DIAPH3/SYNE1/HDAC6/RUSC1/MAEA/ABLIM3/RAI14/SNTG1/NCALD/MTSS1/PLEC/EPB41L2/TBC1D21/ACTN1/TWF1/CORO1C/PLEKHG3/SYNE2/CFL2/UACA/TPM1/SLC6A2/BLOC1S6/CORO1A/MYL4/WIPF2/FMNL1/TNNI3/SPTBN4/MYH14/SYNPO2/PLS3/SPTAN1/CORO1B/GAS2/SHROOM3/ABLIM1/XIRP2/INF2/MYO5A/IQGAP2/HOOK1/MYLK/SHANK3	64
MF	GO:0016776	phosphotransferase activity, phosphate group as acceptor	11/1647	35/17448	2.522576176497937e-4	0.03838378165328462	0.035312569979951074	AK1/MPP1/DLG1/DLG2/IP6K2/GUK1/DTYMK/AK3/CMPK2/NME9/LRGUK	11
MF	GO:0050145	nucleoside monophosphate kinase activity	8/1647	20/17448	2.763908669903483e-4	0.03838378165328462	0.035312569979951074	AK1/MPP1/DLG1/DLG2/GUK1/DTYMK/CMPK2/LRGUK	8
MF	GO:0140664	ATP-dependent DNA damage sensor activity	7/1647	16/17448	3.502994010428313e-4	0.039098066038606036	0.035969702139832735	PMS1/MSH6/RAD51C/MLH1/RAD51D/MSH3/PMS2	7
MF	GO:0044389	ubiquitin-like protein ligase binding	50/1647	324/17448	3.5191778612606695e-4	0.039098066038606036	0.035969702139832735	SCN5A/NEK6/STAM/PYHIN1/CASP8/TRIB2/CACYBP/CUL1/MAGEA2/IKBKG/MID1/CTNNB1/PRKACB/TRIB3/BRCA1/HDAC6/PAX6/TPI1/TP53/HSPA9/APC/DERL1/RELA/AMBRA1/GABARAPL1/TNFRSF1B/TGFBR1/DNM1L/PCBP2/CKB/DIO2/ATXN3/SMAD3/STUB1/NAE1/GABARAP/ACTG1/CDK5RAP3/PIAS2/BECN1/ZNF675/PPARGC1A/SQSTM1/RALB/ITCH/POLR2A/USP13/EGR2/CD40/UBE2T	50
